ticket_id,timestamp,account_id,text,priority,scenario_label,category
ATO_TICKET_NDM_001756,2026-09-29 16:37:25,NDM_001756,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_001787,2026-09-18 01:11:15,NDM_001759,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_001759,2026-09-27 07:36:51,NDM_001759,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_001540,2026-09-03 02:00:24,NDM_001762,Please help me update my registered mobile number.,Low,LEGITIMATE,
ATO_TICKET_NDM_001763,2026-09-21 22:53:32,NDM_001763,My phone was lost and I need to secure my account.,Medium,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001764,2026-09-29 09:22:19,NDM_001764,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_001365,2026-09-15 11:36:59,NDM_001765,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_001624,2026-09-26 03:15:08,NDM_001767,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
ATO_TICKET_NDM_001767,2026-09-29 22:10:55,NDM_001767,I noticed a transfer that I do not recognise.,Medium,ATO,Unauthorised Transaction
TICKET_000293,2026-09-04 11:25:46,NDM_001768,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
TICKET_000323,2026-09-11 19:51:17,NDM_001768,My SIM card was replaced and I cannot log in.,Low,LEGITIMATE,
ATO_TICKET_NDM_001769,2026-09-28 00:38:50,NDM_001769,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000320,2026-09-04 17:01:34,NDM_001773,My phone was lost and I need to secure my account.,Medium,LEGITIMATE,
TICKET_000689,2026-09-14 19:27:05,NDM_001774,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
TICKET_000995,2026-09-18 02:12:11,NDM_001774,There is no problem with my account; I need assistance with a payment.,High,LEGITIMATE,
ATO_TICKET_NDM_001774,2026-09-22 06:09:32,NDM_001774,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001775,2026-09-27 14:38:01,NDM_001775,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001782,2026-09-26 13:27:17,NDM_001782,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_001170,2026-09-12 08:29:33,NDM_001783,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
TICKET_001019,2026-09-16 12:33:25,NDM_001784,Please help me update my registered mobile number.,Low,LEGITIMATE,
ATO_TICKET_NDM_001784,2026-09-25 03:25:16,NDM_001784,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_000984,2026-09-26 22:02:24,NDM_001785,I noticed a transfer that I do not recognise.,Medium,LEGITIMATE,
TICKET_001360,2026-09-03 02:11:56,NDM_001786,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
TICKET_001829,2026-09-28 21:31:54,NDM_001787,My account is locked after several login attempts.,Medium,LEGITIMATE,
ATO_TICKET_NDM_001789,2026-09-25 06:40:30,NDM_001789,My SIM card was replaced and I cannot log in.,Medium,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001792,2026-09-28 00:45:20,NDM_001792,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_001806,2026-09-30 08:03:16,NDM_001801,Please help me update my registered mobile number.,Low,LEGITIMATE,
ATO_TICKET_NDM_001802,2026-09-30 06:43:57,NDM_001802,My SIM card was replaced and I cannot log in.,Medium,ATO,Unauthorised Transaction
TICKET_000172,2026-09-20 07:05:54,NDM_001805,I am travelling and cannot access my normal device.,Medium,LEGITIMATE,
TICKET_001557,2026-09-17 03:33:34,NDM_001806,My SIM card was replaced and I cannot log in.,Medium,LEGITIMATE,
TICKET_000231,2026-09-03 14:18:06,NDM_001809,There was a transaction on my account that I did not make.,Medium,LEGITIMATE,
TICKET_001718,2026-09-28 21:27:40,NDM_001811,Please help me update my registered mobile number.,Low,LEGITIMATE,
ATO_TICKET_NDM_001812,2026-09-23 03:15:37,NDM_001812,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_001053,2026-09-05 04:23:33,NDM_001814,My SIM card was replaced and I cannot log in.,Low,LEGITIMATE,
TICKET_000662,2026-09-12 20:23:18,NDM_001818,My SIM card was replaced and I cannot log in.,Low,LEGITIMATE,
TICKET_001238,2026-09-19 09:43:25,NDM_001820,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_000311,2026-09-09 13:43:19,NDM_001821,I noticed a transfer that I do not recognise.,Medium,LEGITIMATE,
TICKET_001692,2026-09-05 18:44:43,NDM_001823,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_001570,2026-09-12 06:20:33,NDM_001824,Please help me update my registered mobile number.,Low,LEGITIMATE,
TICKET_000942,2026-09-06 22:20:28,NDM_001826,There was a transaction on my account that I did not make.,Medium,LEGITIMATE,
TICKET_001002,2026-09-02 02:40:37,NDM_001828,My phone was lost and I need to secure my account.,Medium,LEGITIMATE,
TICKET_001121,2026-09-15 01:11:06,NDM_001828,I received an OTP that I did not request.,Medium,LEGITIMATE,
TICKET_001381,2026-09-15 21:41:51,NDM_001828,I received an OTP that I did not request.,Medium,LEGITIMATE,
TICKET_000403,2026-09-02 08:59:44,NDM_001830,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
TICKET_001059,2026-09-04 14:58:27,NDM_001833,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_001035,2026-09-15 13:37:12,NDM_001833,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_000943,2026-09-29 18:45:19,NDM_001836,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
ATO_TICKET_NDM_001837,2026-09-28 18:22:23,NDM_001837,My SIM card was replaced and I cannot log in.,Medium,ATO,Unauthorised Transaction
TICKET_000637,2026-09-03 02:01:04,NDM_001838,There is no problem with my account; I need assistance with a payment.,Medium,LEGITIMATE,
TICKET_000983,2026-09-23 07:31:29,NDM_001841,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
ATO_TICKET_NDM_001843,2026-09-29 10:26:03,NDM_001843,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_000737,2026-09-09 12:30:42,NDM_001844,I changed my phone and need help accessing my account.,Medium,LEGITIMATE,
ATO_TICKET_NDM_001847,2026-09-19 21:35:06,NDM_001847,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_001590,2026-09-17 03:39:00,NDM_001848,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_001850,2026-09-30 05:48:27,NDM_001850,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000300,2026-09-24 08:33:17,NDM_001851,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_001261,2026-09-29 05:48:20,NDM_001853,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_000327,2026-09-29 14:31:10,NDM_001853,I received an OTP that I did not request.,Medium,LEGITIMATE,
TICKET_000920,2026-09-04 19:08:16,NDM_001855,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
TICKET_000879,2026-09-22 02:53:39,NDM_001856,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_001239,2026-09-28 07:35:44,NDM_001856,I received an OTP that I did not request.,Medium,LEGITIMATE,
TICKET_001768,2026-09-16 10:56:50,NDM_001858,I cannot access my account and my password no longer works.,High,LEGITIMATE,
TICKET_000804,2026-09-24 04:02:34,NDM_001858,There was a transaction on my account that I did not make.,Medium,LEGITIMATE,
TICKET_000862,2026-09-28 08:45:26,NDM_001858,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
TICKET_001373,2026-09-22 00:04:19,NDM_001863,My SIM card was replaced and I cannot log in.,Medium,LEGITIMATE,
ATO_TICKET_NDM_001864,2026-09-27 12:31:09,NDM_001864,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_000618,2026-09-14 02:41:21,NDM_001865,I cannot access my account and my password no longer works.,High,LEGITIMATE,
TICKET_001791,2026-09-07 03:20:30,NDM_001867,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_001867,2026-09-26 19:26:55,NDM_001867,My SIM card was replaced and I cannot log in.,Medium,ATO,Unauthorised Transaction
TICKET_001330,2026-09-03 21:52:49,NDM_001872,My SIM card was replaced and I cannot log in.,Low,LEGITIMATE,
ATO_TICKET_NDM_001873,2026-09-28 01:17:46,NDM_001873,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001874,2026-09-26 01:44:51,NDM_001874,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_000888,2026-09-10 09:45:52,NDM_001875,My account is locked after several login attempts.,High,LEGITIMATE,
TICKET_000015,2026-09-09 10:25:05,NDM_001876,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
ATO_TICKET_NDM_001877,2026-09-26 00:16:47,NDM_001877,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001884,2026-09-20 14:55:24,NDM_001884,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_001196,2026-09-17 02:15:24,NDM_001885,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_000946,2026-09-16 18:46:17,NDM_001886,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_001888,2026-09-24 03:55:32,NDM_001888,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_001487,2026-09-24 14:15:49,NDM_001888,There was a transaction on my account that I did not make.,Medium,LEGITIMATE,
TICKET_000511,2026-09-06 09:29:52,NDM_001889,I changed my phone and need help accessing my account.,Medium,LEGITIMATE,
TICKET_000997,2026-09-19 22:58:20,NDM_001890,My account is locked after several login attempts.,Low,LEGITIMATE,
TICKET_000253,2026-09-08 19:57:58,NDM_001892,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
TICKET_000697,2026-09-09 10:55:35,NDM_001892,I changed my phone and need help accessing my account.,Medium,LEGITIMATE,
TICKET_000622,2026-09-06 16:12:38,NDM_001893,I received an OTP that I did not request.,Low,LEGITIMATE,
ATO_TICKET_NDM_001893,2026-09-23 22:33:11,NDM_001893,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001895,2026-09-17 09:26:31,NDM_001895,My phone was lost and I need to secure my account.,Medium,ATO,Unauthorised Transaction
TICKET_000821,2026-09-24 16:21:22,NDM_001895,I received an OTP that I did not request.,Low,LEGITIMATE,
ATO_TICKET_NDM_001899,2026-09-30 06:51:25,NDM_001899,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_001524,2026-09-30 17:15:38,NDM_001899,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_001764,2026-09-03 23:28:14,NDM_001900,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_000104,2026-09-07 16:27:50,NDM_001900,I am travelling and cannot access my normal device.,Medium,LEGITIMATE,
TICKET_000482,2026-09-07 18:38:00,NDM_001904,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
TICKET_001491,2026-09-13 14:35:24,NDM_001910,My phone was lost and I need to secure my account.,Medium,LEGITIMATE,
ATO_TICKET_NDM_001912,2026-09-24 09:07:09,NDM_001912,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000201,2026-09-23 00:42:17,NDM_001914,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
TICKET_001634,2026-09-18 11:36:07,NDM_001915,There was a transaction on my account that I did not make.,Medium,LEGITIMATE,
TICKET_000691,2026-09-07 20:24:30,NDM_001917,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
ATO_TICKET_NDM_001917,2026-09-29 22:21:26,NDM_001917,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_001674,2026-09-25 05:40:15,NDM_001919,I made this transaction myself but it is showing as pending.,Medium,LEGITIMATE,
TICKET_000530,2026-09-12 15:32:33,NDM_001920,There was a transaction on my account that I did not make.,Medium,LEGITIMATE,
ATO_TICKET_NDM_001920,2026-09-26 14:38:27,NDM_001920,I noticed a transfer that I do not recognise.,Medium,ATO,Unauthorised Transaction
TICKET_000256,2026-09-25 07:48:42,NDM_001921,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_001296,2026-09-15 14:24:07,NDM_001922,I cannot access my account and my password no longer works.,Medium,LEGITIMATE,
TICKET_000241,2026-09-09 02:12:57,NDM_001925,My SIM card was replaced and I cannot log in.,Medium,LEGITIMATE,
TICKET_001838,2026-09-13 02:06:04,NDM_001926,I made this transaction myself but it is showing as pending.,High,LEGITIMATE,
TICKET_001415,2026-09-16 15:36:47,NDM_001930,I received an OTP that I did not request.,Low,LEGITIMATE,
ATO_TICKET_NDM_001930,2026-09-24 18:26:42,NDM_001930,My phone was lost and I need to secure my account.,Medium,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001933,2026-09-29 21:57:35,NDM_001933,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001935,2026-09-18 11:56:35,NDM_001935,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_000478,2026-09-18 01:29:00,NDM_001938,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_001938,2026-09-18 02:11:45,NDM_001938,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_000875,2026-09-30 05:12:19,NDM_001939,There was a transaction on my account that I did not make.,High,LEGITIMATE,
TICKET_001417,2026-09-23 16:57:31,NDM_001941,My account is locked after several login attempts.,High,LEGITIMATE,
ATO_TICKET_NDM_001942,2026-09-28 18:23:47,NDM_001942,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_001735,2026-09-14 21:37:52,NDM_001943,Please help me update my registered mobile number.,Medium,LEGITIMATE,
TICKET_000080,2026-09-20 15:49:13,NDM_001945,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_000089,2026-09-09 22:05:01,NDM_001949,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
TICKET_001691,2026-09-12 17:56:47,NDM_001949,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
TICKET_001473,2026-09-23 03:02:30,NDM_001949,My SIM card was replaced and I cannot log in.,Medium,LEGITIMATE,
ATO_TICKET_NDM_001951,2026-09-16 12:15:06,NDM_001951,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001953,2026-09-28 14:38:02,NDM_001953,My SIM card was replaced and I cannot log in.,Medium,ATO,Unauthorised Transaction
TICKET_001398,2026-09-07 20:31:09,NDM_001955,There was a transaction on my account that I did not make.,Medium,LEGITIMATE,
ATO_TICKET_NDM_001957,2026-09-30 19:46:10,NDM_001957,My phone was lost and I need to secure my account.,Medium,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001959,2026-09-18 14:53:40,NDM_001959,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_001113,2026-09-12 06:21:48,NDM_001960,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
TICKET_000577,2026-09-19 04:40:59,NDM_001960,I received an OTP that I did not request.,Low,LEGITIMATE,
ATO_TICKET_NDM_001961,2026-09-20 19:32:43,NDM_001961,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_000772,2026-09-10 14:59:53,NDM_001962,My SIM card was replaced and I cannot log in.,Medium,LEGITIMATE,
TICKET_001650,2026-09-11 23:00:36,NDM_001966,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
TICKET_001455,2026-09-01 04:26:29,NDM_001967,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_001448,2026-09-17 22:32:11,NDM_001967,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
ATO_TICKET_NDM_001968,2026-09-18 04:14:34,NDM_001968,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001969,2026-09-26 19:36:06,NDM_001969,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_000364,2026-09-17 06:41:12,NDM_001972,I made this transaction myself but it is showing as pending.,Medium,LEGITIMATE,
TICKET_000812,2026-09-25 20:16:08,NDM_001972,My account is locked after several login attempts.,Low,LEGITIMATE,
TICKET_000581,2026-09-09 05:04:03,NDM_001973,Please help me update my registered mobile number.,Low,LEGITIMATE,
ATO_TICKET_NDM_001975,2026-09-25 15:29:48,NDM_001975,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
